代碼,商品,股本,產業,產業地位
6538,倉和,3.73,"上櫃電子全部,上櫃電子零組件",國內最大的太陽能精密網版廠
6541,泰福-KY,31.20,"上市化學生技醫療,上市生技醫療",免疫、癌症等領域生物相似藥及新藥研發
6542,隆中,4.20,上櫃文化創意,國內手機遊戲代理營運商
6547,高端疫苗,21.25,上櫃生技醫療,基亞旗下腸病毒及流感疫苗研發廠
6548,長科*,3.64,"上櫃電子全部,上櫃半導體",長華電材旗下之IC及光電用導線架大廠
6552,易華電,8.30,"上市電子全部,上市半導體",長華轉投資之面板驅動IC用高階軟性基板廠
6556,勝品,2.88,"上櫃電子全部,上櫃光電",由崇越電通分割所設立之專業監控攝影機製造商
6558,興能高,8.69,"上市電子全部,上市其他電子",以穿載式應用為主的鋰電池廠商
6560,欣普羅,1.81,"上櫃電子全部,上櫃光電",專業影像處理及軟硬體開發廠商
6561,是方,7.05,"上櫃電子全部,上櫃通信網路",中華電信轉投資第二類電信公司
6568,宏觀,2.57,"上櫃電子全部,上櫃半導體",全球前三大矽晶調諧器晶片供應商
6569,醫揚,2.75,上櫃生技醫療,研揚科技旗下之醫療用工業電腦公司
6570,維田,3.01,"上櫃電子全部,上櫃電腦及週邊設備",以嵌入式系統為主之工業電腦廠商
6573,虹揚-KY,8.05,"上市電子全部,上市半導體",二極體及橋式整流器製造商
6574,霈方,2.20,上櫃生技醫療,台灣保養品集團
6576,逸達,11.73,上櫃生技醫療,新劑型配方新藥研發廠
6577,勁豐,3.83,"上櫃電子全部,上櫃電腦及週邊設備",豐藝旗下之工業電腦公司
6578,達邦蛋白,3.01,上櫃農業科技業,亞洲唯一具有微生物醱酵技術的飼料廠商
6579,研揚,14.85,"上市電子全部,上市電腦及週邊設備",華碩旗下之工業電腦廠
6581,鋼聯,11.13,上市其他,亞洲最大電弧爐集塵灰之鋅資源回收廠
6582,申豐,10.62,上市橡膠,永豐餘旗下合成乳膠廠，全球前7大NBR乳膠廠
6588,東典光電,2.67,"上櫃電子全部,上櫃通信網路",東鹼旗下光通訊元件濾光片廠商
6589,台康生技,24.33,上櫃生技醫療,台灣生技藥品委託開發生產服務廠商
6590,普鴻,1.83,"上櫃電子全部,上櫃資訊服務",台灣金融支付加解密解決方案最大供應商
6591,動力-KY,3.41,"上市電子全部,上市電腦及週邊設備",電競PC散熱風扇供應商
6592,和潤企業,51.50,上市其他,和泰旗下車輛融資及租賃公司
6593,台灣銘板,2.02,"上櫃電子全部,上櫃資訊服務",專業信用卡製卡廠商
6594,展匯科,2.05,"上櫃電子全部,上櫃半導體",安國轉投資之USB控制IC設計公司
6596,寬宏藝術,3.00,上櫃文化創意,從事國內外演唱會、藝文活動之主辦與代理
6598,ABC-KY,8.17,"上市化學生技醫療,上市生技醫療",泛宏碁集團醫療檢測廠
6603,富強鑫,14.87,上櫃電機機械,台灣塑膠射出機領導廠商
6605,帝寶,16.58,上市汽車,主攻歐美AM市場之車燈製造商
6609,瀧澤科,7.25,上櫃電機機械,中日合資工具機生產廠商，以CNC車床為主
6612,奈米醫材,3.40,上櫃生技醫療,人工水晶體及其植入系統製造商
6613,朋億,3.39,"上櫃電子全部,上櫃其他電子",聖暉子公司，經營半導體自動化供應系統等業務
6615,慧智,2.13,上櫃生技醫療,台灣產前基因檢測產業龍頭
6616,特昇-KY,2.36,上櫃其他,馬來西亞前五大木製寢室傢俱公司
6624,萬年清,1.80,上櫃其他,從事工業用水與廢水處理之統包工程
6625,必應,4.49,上市其他,台灣最大的娛樂影音活動製作公司
6629,泰金-KY,3.56,上櫃其他,泰國家飾鑄件大廠
6640,均華,2.83,"上櫃電子全部,上櫃半導體",均豪子公司，從事半導體封裝設備的製造
6641,基士德-KY,3.40,上市其他,大陸水處理環保設備與技術服務綜合服務商
6642,富致,3.14,"上櫃電子全部,上櫃電子零組件",台灣PPTC自復式保險絲製造商
6643,M31,3.13,"上櫃電子全部,上櫃半導體",主攻高速傳輸的矽智材廠商
6649,台生材,3.35,上櫃生技醫療,主要從事泡沫式人工腦膜研發
6651,全宇昕,3.30,"上櫃電子全部,上櫃半導體",分離式半導體元件廠
6654,天正國際,3.33,"上櫃電子全部,上櫃其他電子",專業的被動元件後段自動化生產設備開發商
6655,科定,7.40,上市其他,主要從事木製板材之製造商
6661,威健生技,2.33,上櫃生技醫療,台灣第一家獲得生物晶片檢測雙認證之公司
6662,樂斯科,2.56,上櫃生技醫療,台灣知名實驗鼠繁殖中心
6664,群翊,5.50,"上櫃電子全部,上櫃電子零組件",專業的PCB及光電產業乾製程設備製造商
6666,羅麗芬-KY,4.74,"上市化學生技醫療,上市生技醫療",銷售以面部類為主的大陸美妝品牌公司
6667,信紘科,3.98,"上櫃電子全部,上櫃其他電子",高科技廠務工程及製程設備領域之專業廠商
6668,中揚光,6.83,"上市電子全部,上市光電",鴻海集團轉投資光學鏡片模具廠
6669,緯穎,17.48,"上市電子全部,上市電腦及週邊設備",緯創轉投資之大型雲端資料中心硬體供應商
6670,復盛應用,13.10,上市其他,全球最大之高爾夫球桿頭製造商
6671,三能-KY,6.08,上市其他,專業烘培器具製造商
6672,騰輝電子-KY,7.15,"上市電子全部,上市電子零組件",於大陸生產的台資銅箔基板廠
6674,鋐寶科技,6.70,"上市電子全部,上市通信網路",仁寶轉投資之Cable CPE廠商
6679,鈺太,4.22,"上櫃電子全部,上櫃半導體",台灣MEMS麥克風晶片龍頭
6680,鑫創電子,1.86,"上櫃電子全部,上櫃電腦及週邊設備",為智能交通車載電腦系統製造商
6683,雍智科技,2.71,"上櫃電子全部,上櫃半導體",全球排名第七、台灣第一的IC測試設備材料供應商
6690,安碁資訊,1.67,"上櫃電子全部,上櫃資訊服務",宏碁旗下資訊安全管理服務廠
6697,東捷資訊,2.73,"上櫃電子全部,上櫃資訊服務",東元旗下ERP整合規劃廠
6698,旭暉應材,6.64,"上市電子全部,上市其他電子",高精細金屬遮罩生產商
6703,軒郁,2.08,上櫃生技醫療,銷售以面膜為主的美妝品牌公司
6706,惠特,7.22,"上市電子全部,上市光電",鼎元旗下，全球LED點測設備龍頭
6712,長聖,6.16,上櫃生技醫療,專注於細胞療法新藥研發
6715,嘉基,5.70,"上市電子全部,上市電子零組件",嘉澤轉投資之高速連接線器廠商
6716,應廣,2.23,"上櫃電子全部,上櫃半導體",台灣散熱風扇微控制器最大廠
6727,亞泰金屬,2.10,"上櫃電子全部,上櫃電子零組件",為我國塗佈、含浸等生產設備製造廠
6728,上洋,2.30,上櫃貿易百貨,商用洗衣設備與家電產品代理商
6732,昇佳電子,4.89,"上櫃電子全部,上櫃半導體",矽創旗下以感測器為主的IC設計公司
6733,博晟生醫,10.16,上櫃生技醫療,晟德旗下生物性骨材研發廠
6741,91APP*-KY,6.03,上櫃電子商務,台灣知名虛實融合(OMO)新零售服務商
6743,安普新,12.20,"上市電子全部,上市其他電子",台灣音樂娛樂或電競用耳機製造商
6747,亨泰光,2.42,上櫃生技醫療,訂製型硬式隱形眼鏡、角膜塑型鏡供應商
6751,智聯服務,1.30,"上櫃電子全部,上櫃資訊服務",宏碁旗下IT規劃整合及服務廠
6752,叡揚,2.67,"上櫃電子全部,上櫃資訊服務",企業e化應用軟體開發與服務廠
6754,匯僑設計,6.60,上市其他,主要從事建築室內設計及裝潢裝修工程
6756,威鋒電子,6.75,"上市電子全部,上市半導體",威盛旗下之USB 3.0整合型晶片控制供應商
6762,達亞,2.07,上櫃生技醫療,益安旗下醫療器材及零組件代工廠
6767,台微醫,2.91,上櫃生技醫療,鐿鈦旗下脊椎融合手術產品供應商
6768,志強-KY,19.60,上市其他,足球鞋製造龍頭大廠
6776,展碁國際,8.16,"上市電子全部,上市電子通路",台灣第二大電子通路代理商
6781,AES-KY,8.54,"上市電子全部,上市電子零組件",新普轉投資之鋰電池模組製造商
6803,崑鼎,6.91,上櫃其他,隸屬中鼎集團，為台灣最大的廢棄物處理、焚化爐營運公司
7402,邑錡,2.37,"上櫃電子全部,上櫃光電",以「Brinno」為品牌之縮時攝影機供應商
7556,意德士,2.14,"上櫃電子全部,上櫃半導體",半導體設備耗材供應商
8011,台通,14.76,"上市電子全部,上市通信網路",鴻海轉投資光纖線纜與光纖被動元件製造商
8016,矽創,12.01,"上市電子全部,上市半導體",台灣感測元件及顯示屏驅動IC廠
8021,尖點,14.22,"上市電子全部,上市其他電子",全球前三大PCB鑽針生產商之一
8024,佑華,4.52,"上櫃電子全部,上櫃半導體",玩具語音IC與MCU生產商
8027,鈦昇,9.51,上櫃電機機械,專業於半導體、主機板、高階基板材料等設備廠商
8028,昇陽半導體,13.24,"上市電子全部,上市半導體",以再生晶圓起家並跨足綠色能源之廠商
8032,光菱,5.18,"上櫃電子全部,上櫃電子通路",瑞薩、三菱等日系原廠產品在台代理商
8033,雷虎,13.26,上市其他,全球前五大遙控模型玩具廠
8034,榮群,6.29,"上櫃電子全部,上櫃通信網路",台灣網路接取設備製造商
8038,長園科,5.98,"上櫃電子全部,上櫃電子零組件",氧化鋰鐵電池模組系統應用生產商
8039,台虹,20.91,"上市電子全部,上市電子零組件",全球前三大FCCL製造商
8040,九暘,6.93,"上櫃電子全部,上櫃半導體",台灣前二大乙太網路IC供應商
8042,金山電,12.57,"上櫃電子全部,上櫃電子零組件",MB、SPS、CRT用之鋁質電解電容器大廠
8043,蜜望實,7.99,"上櫃電子全部,上櫃電子零組件",太陽誘電在台MLCC代理商
8044,網家,11.83,上櫃電子商務,台灣最大的電子商務集團
8046,南電,64.62,"上市電子全部,上市電子零組件",全球最大覆晶載板(FC)廠商
8047,星雲,4.17,"上櫃電子全部,上櫃其他電子",世界知名的電腦割字機製造大廠
8048,德勝,5.29,"上櫃電子全部,上櫃通信網路",台灣光纖網路局端、用戶端設備製造商
8049,晶采,11.83,"上櫃電子全部,上櫃光電",台灣中小尺寸液晶模組廠
8050,廣積,17.71,"上櫃電子全部,上櫃電腦及週邊設備",以工業級嵌入式系統為主之工業電腦廠商
8054,安國,7.06,"上櫃電子全部,上櫃半導體",台灣USB介面裝置控制IC廠
8059,凱碩,18.86,"上櫃電子全部,上櫃通信網路",新金寶集團轉投資的Cable Modem廠
8064,東捷,16.48,"上櫃電子全部,上櫃光電",鴻海旗下群創光電關係密切的面板廠
8066,來思達,3.02,上櫃貿易百貨,擁有自有品牌之B2B傢俱商，為美國進口傢俱前五名廠商
8067,志旭,3.00,"上櫃電子全部,上櫃電子通路",主要代理及銷售儲存媒體、多媒體及電腦系統產品等
8068,全達,6.87,"上櫃電子全部,上櫃電子通路",威盛旗下IC零組件通路商
8069,元太,114.05,"上櫃電子全部,上櫃光電",全球電子紙龍頭廠
8070,長華*,6.82,"上市電子全部,上市電子通路",IC封裝材料、設備通路商及背光模組材料製造銷售商
8071,能率網通,5.19,"上櫃電子全部,上櫃電子零組件",轉型從事事務機零件製造業務
8072,陞泰,8.00,"上市電子全部,上市電子通路",台灣最大DVR安控系統廠商
8074,鉅橡,8.71,"上櫃電子全部,上櫃電子零組件",全球最大PCB墊板供應商
8076,伍豐,27.75,"上櫃電子全部,上櫃電腦及週邊設備",跨入博奕產業之台灣POS專業廠商
8077,洛碁,10.97,上櫃觀光,轉型為飯店經營
8081,致新,8.62,"上市電子全部,上市半導體",台灣前三大類比IC設計公司
8083,瑞穎,3.51,上櫃電機機械,台灣軸承製造商，主要應用於車庫門、手推車等
8084,巨虹,6.95,"上櫃電子全部,上櫃電子通路",記憶卡為主營收項，並轉型為手機資安系統設計商
8085,福華,15.73,"上櫃電子全部,上櫃其他電子",華映旗下的背光板廠
8086,宏捷科,19.97,"上櫃電子全部,上櫃半導體",全球前三大砷化鎵晶圓代工廠
8087,華鎂鑫,2.91,"上櫃電子全部,上櫃光電",台灣專業碟片預錄廠
8088,品安,6.09,"上櫃電子全部,上櫃半導體",金士頓轉投資DRAM模組廠
8089,康全電訊,5.72,"上櫃電子全部,上櫃通信網路",訊舟轉投資網路通訊設備廠
8091,翔名,4.55,"上櫃電子全部,上櫃電子零組件",台灣半導體離子植入機之關鍵零件最大供應商
8092,建暐,3.89,"上櫃電子全部,上櫃其他電子",IC封裝模具及量測儀器廠製造商
8093,保銳,6.42,"上櫃電子全部,上櫃電子零組件",主攻高階DIY市場且經營自有品牌之電源與電腦週邊廠
8096,擎亞,14.24,"上櫃電子全部,上櫃電子通路",為韓國三星在台灣IC設計服務之主要合作夥伴
8097,常珵,3.07,"上櫃電子全部,上櫃通信網路",公司轉型為無線通訊、物聯網產品周邊及配件製造商
8099,大世科,8.86,"上櫃電子全部,上櫃資訊服務",大同旗下資訊通信系統整合廠商
8101,華冠,20.81,"上市電子全部,上市通信網路",華宇集團旗下手機ODM代工廠
8103,瀚荃,7.90,"上市電子全部,上市電子零組件",全球最大PC及TV背光模組之電源供應器連接器供應商
8104,錸寶,6.80,"上市電子全部,上市光電",錸德轉投資的全球PMOLED龍頭廠商
8105,凌巨,44.15,"上市電子全部,上市光電",凸版集團的子公司，主要提供利基型顯示模組
8107,大億金茂,7.50,上櫃電機機械,屬大億集團，轉型為汽車零組件供應商
8109,博大,7.26,"上櫃電子全部,上櫃電子零組件",台灣專攻工業與通訊應用之利基型電源廠
8110,華東,52.17,"上市電子全部,上市半導體",華新集團旗下、東芝轉投資之封測廠
8111,立碁,10.91,"上櫃電子全部,上櫃光電",台灣LED元件生產商及封裝大廠
8112,至上,42.85,"上市電子全部,上市電子通路",主要代理品牌以Samsung為主之IC通路商
8114,振樺電,7.49,"上市電子全部,上市電腦及週邊設備",台灣前三大POS廠
8121,越峰,18.30,"上櫃電子全部,上櫃電子零組件",台聚旗下、台灣最大錳鋅系列鐵芯等電感類製造廠
8131,福懋科,44.22,"上市電子全部,上市半導體",台塑集團轉投資之IC封裝測試廠
8147,正淩,3.06,"上櫃電子全部,上櫃電子零組件",生產PC、工業及通信用的連接器廠商
8150,南茂,72.72,"上市電子全部,上市半導體",全球第2大LCD驅動IC封測廠
8155,博智,4.98,"上櫃電子全部,上櫃電子零組件",仁寶集團旗下的印刷電路板廠商
8163,達方,28.00,"上市電子全部,上市電腦及週邊設備",屬明基友達集團，為全球前兩大LCD TV換流器與NB鍵盤廠
8171,天宇,5.87,"上櫃電子全部,上櫃通信網路",專攻電池模組與電源管理模組之廠商
8176,智捷,7.25,"上櫃電子全部,上櫃通信網路",台灣無線網路傳輸設備ODM/OEM廠
8182,加高,10.70,"上櫃電子全部,上櫃電子零組件",日本大真空轉投資，為台灣石英元件製造商
8183,精星,12.13,"上櫃電子全部,上櫃其他電子",專業電子製造服務(EMS)廠商
8201,無敵,6.24,"上市電子全部,上市其他電子",英業達旗下之亞洲電子辭典領導廠商
8210,勤誠,12.09,"上市電子全部,上市電腦及週邊設備",台灣伺服器機殼龍頭廠
8213,志超,27.12,"上市電子全部,上市電子零組件",全球最大光電板廠商
8215,明基材,32.07,"上市電子全部,上市光電",全球前五大、台灣第一大偏光板供應商
8222,寶一,6.86,上市電機機械,專注於航空發動機內的高溫段零組件製造商
8234,新漢,14.14,"上櫃電子全部,上櫃電腦及週邊設備",台灣工業電腦廠商
8240,華宏,10.00,"上櫃電子全部,上櫃光電",國內背光模組光學膜片最大專業製造裁切廠
8249,菱光,12.71,"上市電子全部,上市電子零組件",全球彩色CIS龍頭廠
8255,朋程,9.15,上櫃電機機械,全球前三大車用二極體廠
8261,富鼎,8.13,"上市電子全部,上市半導體",與全球電晶體大廠IR合作之類比IC設計公司
8271,宇瞻,10.18,"上市電子全部,上市半導體",全球前十大DRAM模組廠
8277,商丞,9.16,"上櫃電子全部,上櫃半導體",NB及OEM市場為主的記憶體模組廠
8279,生展,2.71,上櫃生技醫療,生達旗下原料藥及保健品研發廠商
8284,三竹,4.63,"上櫃電子全部,上櫃資訊服務",金融服務軟體供應商
8289,泰藝,6.83,"上櫃電子全部,上櫃電子零組件",台灣專業石英振盪器製造商
8291,尚茂,4.73,"上櫃電子全部,上櫃電子零組件",台灣利基型銅箔基板廠
8299,群聯,19.71,"上櫃電子全部,上櫃半導體",全球第一大USB控制IC設計公司
8341,日友,11.15,上市其他,潤泰新轉投資之台灣最大醫療廢棄物處理廠商之一
8342,益張,3.35,上櫃其他,台灣最大商用金屬展示架製造商
8349,恒耀,11.90,上櫃鋼鐵,車用與工業用扣件製造與貿易廠商
8354,冠好,7.85,上櫃其他,特殊商標專業製造廠，有粘標籤、自粘膠帶等
8358,金居,25.26,"上櫃電子全部,上櫃電子零組件",台灣前三大電解銅箔製造商
8367,建新國際,8.11,上市航運業,台灣從事貨櫃場服務之業者
8374,羅昇,11.23,上市電機機械,自動化機電零組件暨系統供應商
8383,千附,11.82,"上櫃電子全部,上櫃其他電子",TFT-LCD及半導體廠無塵室供應商
8390,金益鼎,11.99,上櫃其他,台灣清運處理固體電子廢棄物業者
8401,白紗科,6.00,上櫃其他,台灣合版印刷龍頭
8403,盛弘,10.89,上櫃生技醫療,敏盛醫控股旗下醫藥流通及健康管理業者
8404,百和興業-KY,31.52,上市其他,全球最大黏扣帶製造商
8406,金可-KY,9.71,上櫃生技醫療,大陸隱形眼鏡龍頭廠
8409,商之器,2.80,上櫃生技醫療,台灣第一大PACS廠
8410,森田,3.66,"上櫃電子全部,上櫃電腦及週邊設備",台灣最大3C產品之膜內轉印(IMR)印刷廠
8411,福貞-KY,17.54,上市其他,大陸專業金屬包裝產品供應大廠
8415,大國鋼,103.15,上櫃鋼鐵,大成鋼轉投資之大型螺絲螺帽配銷商
8416,實威,2.82,"上櫃電子全部,上櫃資訊服務",3D CAD/CAM/CAE/PDM軟硬體代理商
8418,捷必勝-KY,7.84,上櫃其他,新加坡工程設備租賃銷售業龍頭
8420,明揚,5.10,上櫃其他,明安旗下以生產專業高爾夫球之公司
8421,旭源,5.48,上櫃其他,飲料標籤及生產設備製造商
8422,可寧衛,10.89,上市其他,台灣最大重金屬廢棄物固化處理廠
8423,保綠-KY,2.30,上櫃其他,馬來西亞最大的再生膠、膠粉及膠粒製造商
8424,惠普,3.61,上櫃建材營造,台灣最大矽酸鈣板廠
8426,紅木-KY,5.02,上櫃其他,國際精品的裝潢承包商
8427,基勝-KY,10.43,上市其他,戶外休閒金屬傢俱及配件產銷商
8429,金麗-KY,18.57,上市貿易百貨,大陸三、四線城市中低價品牌服飾與休閒鞋業者
8431,匯鑽科,4.45,"上櫃電子全部,上櫃其他電子",台灣從事硬碟、汽車精密零件表面電鍍處理業者
8432,東生華,3.84,上櫃生技醫療,東洋旗下慢性病用藥的新藥研發公司
8433,弘帆,5.21,上櫃貿易百貨,全方位女性與孩童配件飾品供應商，產品外銷歐美為主
8435,鉅邁,3.17,上櫃其他,台灣前三大工業水處理藥劑公司
8436,大江,11.82,上櫃生技醫療,專為大廠研發保健品、保養品及有效添加物等公司
8437,大地-KY,4.79,上櫃其他,大陸第二大台灣幼教品牌，提供幼教諮詢服務
8440,綠電,3.80,上櫃其他,台灣最大的廢家電及廢資訊物品回收業者
8442,威宏-KY,6.00,上市其他,為全球知名運動用品及精品包袋代工製造商
8443,阿瘦,6.68,上市貿易百貨,台灣第一家掛牌的鞋業自有品牌業者
8444,綠河-KY,8.48,上櫃其他,泰國塑合板與橡膠實板產銷商
8446,華研,5.29,上櫃文化創意,亞洲跨國唱片製作及歌手經紀人公司
8450,霹靂,5.13,上櫃文化創意,台灣布袋戲文創業者
8454,富邦媒,14.01,上市貿易百貨,台灣網路購物龍頭平台
8455,大拓-KY,2.52,"上櫃電子全部,上櫃其他電子",代理日系大廠電子電機產品之日本廠商
8462,柏文,7.37,上市觀光,台灣連鎖健身俱樂部業者
8463,潤泰材,15.00,上市其他,潤泰集團旗下水泥及預拌式泥作材料大廠
8464,億豐,29.30,上市其他,全球窗簾製造大廠
8466,美吉吉-KY,6.61,上市其他,全球知名塑膠地磚製造廠商
8467,波力-KY,4.95,上市其他,全球最大碳纖維冰上曲棍球桿製造廠
8472,夠麻吉,1.77,上櫃電子商務,吃喝玩樂券平台GOMAJI
8473,山林水,13.48,上市其他,力麒旗下水處理工程公司
8476,台境,6.05,上櫃其他,專注發展土壤、地下水領域的環保工程服務商
8477,創業家,3.16,上櫃電子商務,台灣最大限時宅配團購電子商務公司
8478,東哥遊艇,9.09,上市其他,亞洲地區唯一擁有自有品牌之遊艇製造商
8480,泰昇-KY,3.93,上市其他,越南及柬埔寨嬰兒及成人紙尿褲龍頭企業
8481,政伸,6.66,上市其他,全世界最大的自行車貼標印刷公司
8482,商億-KY,11.04,上市其他,主要出口至北美的高端室內傢俱製造商
8488,吉源-KY,6.75,上市其他,台商金屬飲料包材大廠
8489,三貝德,3.78,上櫃其他,致力於K12數位教學及品牌代理授權業者
8499,鼎炫-KY,5.19,"上市電子全部,上市其他電子",電子衡器及EMI導電材料生產商
8905,裕國,11.94,上櫃其他,台灣最大冷凍冷藏倉儲業者，並跨足營建業務
8906,花王,3.40,上櫃其他,知名一貫化印製作業廠
8908,欣雄,20.01,上櫃油電燃氣,主要經營高雄市鳳山、大寮等13區之天然氣業者
8916,光隆,13.12,上櫃其他,國內知名的羽絨原料加工及寢具製造商
8917,欣泰,13.44,上櫃油電燃氣,主要經營新北市樹林、土城等9區之天然氣業者
8921,沈氏,4.66,上櫃其他,永豐餘集團轉投資之印刷廠
8923,時報,3.04,上櫃文化創意,華文世界為一家股票上櫃出版社
8924,大田,8.38,上櫃其他,全球高爾夫球桿頭代工大廠之一
8926,台汽電,58.90,上市油電燃氣,為一開發、投資、興建及營運汽電共生廠及民營電廠
8927,北基,19.80,上櫃油電燃氣,國內加油站經營商，擁有近40個據點
8928,鉅明,5.09,上櫃其他,全球高爾夫球具代工大廠
8929,富堡,5.06,上櫃其他,主要生產不織布及成人紙尿褲產品
8930,青鋼,8.18,上櫃鋼鐵,亞洲最大輕鋼架生產商
8931,大汽電,12.23,上櫃油電燃氣,設於大園工業區內之汽電共生公司
8932,宏大,6.01,上櫃其他,台灣最大拉鍊製造商
8933,愛地雅,29.96,上櫃其他,台灣第三大自行車生產廠商
8935,邦泰,8.43,上櫃其他,台灣鞋材及複合材料研發生產大廠
8936,國統,24.81,上櫃其他,專營輸水管材之製造與承包公司，並兼營海水淡化業務
8937,合騏,7.25,上櫃其他,自創品牌ADLY多功能休閒車專業製造廠商
8938,明安,13.53,上櫃其他,全球第三大高爾夫球桿頭代工廠
8940,新天地,6.75,上市觀光,於台灣北中南部擁有多家大型婚宴會館業者
8941,關中,3.04,上櫃貿易百貨,以生產烤肉爐、節能熱水器為主製造商
8942,森鉅,16.58,上櫃其他,台灣最大鋁塑複合板製造商
8996,高力,8.94,上市電機機械,台灣唯一製造硬銲型不銹鋼板式熱交換器廠
9802,鈺齊-KY,18.62,上市其他,主要從事各種功能鞋款代工研發的廠商
9902,台火,9.80,上市其他,進口轎車、垃圾車、建材貿易商，亦從事小客車租賃及建營開發
9904,寶成,294.68,上市其他,全球運動鞋及休閒鞋代工龍頭
9905,大華,30.50,上市其他,台灣最大食品飲料綜合包裝容器廠
9906,欣巴巴,8.33,上市建材營造,高雄巴巴集團旗下建商
9907,統一實,157.91,上市其他,台灣馬口鐵第一大廠
9908,大台北,51.64,上市油電燃氣,主要經營台北市信義、松山等地區之天然氣業者
9910,豐泰,88.17,上市其他,全球知名運動鞋代工廠
9911,櫻花,22.11,上市其他,台灣最大系統廚具連鎖通路品牌
9912,偉聯,5.46,"上市電子全部,上市電腦及週邊設備",以自有品牌發展專業用途顯示器廠
9914,美利達,29.90,上市其他,台灣第二大自行車生產廠商
9917,中保科,45.12,上市其他,台灣最大的保全業者
9918,欣天然,18.05,上市油電燃氣,主要經營新北市中和、永和、新店、深坑之天然氣業者
9919,康那香,19.54,上市其他,為國內衛生棉及化妝棉、濕紙巾之製造龍頭企業
9921,巨大,37.51,上市其他,全球最大自行車生產廠商
9924,福興,18.85,上市其他,亞洲最大，全球第二大門鎖廠商
9925,新保,38.75,上市其他,台灣第二大保全業者
9926,新海,17.95,上市油電燃氣,主要經營新北市三重、板橋及新莊區之天然氣業者
9927,泰銘,20.91,上市其他,亞洲最大合金鉛製造廠商之一
9928,中視,15.07,上市其他,台灣五家無線電視台之一
9929,秋雨,10.13,上市其他,台灣第一家股票上市之印刷業者
9930,中聯資源,24.85,上市其他,主營採用中鋼爐石粉製造高強度水泥
9931,欣高,11.04,上市油電燃氣,主要經營高雄市三民、左營等營業區之天然氣業者
9933,中鼎,76.34,上市其他,台灣最大統包工程公司
9934,成霖,35.82,上市其他,亞洲最大水龍頭專業製造廠商
9935,慶豐富,16.96,上市其他,台灣第一大窗簾傢飾廠
9937,全國,30.90,上市油電燃氣,台灣第三大加油站經營商，站數逾百座
9938,百和,29.80,上市其他,全球最大黏扣帶製造商
9939,宏全,28.78,上市其他,台灣最大的飲料包材及飲料代工製造商
9940,信義,73.68,上市其他,台灣主要房仲業者
9941,裕融,33.23,上市其他,裕隆集團旗下汽車融資業者
9942,茂順,8.32,上市其他,台灣第一大、全球第五大密封元件製造商
9943,好樂迪,14.73,上市觀光,台灣知名KTV業者
9944,新麗,10.91,上市其他,東南亞最大的樹脂棉製造商之一
9945,潤泰新,150.49,上市其他,潤泰旗下轉投量販業之建商
9946,三發地產,31.10,上市建材營造,高雄名發建設入主，轉型建商
9949,琉園,4.70,上櫃文化創意,以「tittot琉園」為品牌之水晶玻璃藝術品業者
9950,萬國通,14.77,上櫃塑膠,台灣最大旅行箱製造商
9951,皇田,7.49,上櫃電機機械,全球第二大汽車窗簾ODM廠
9955,佳龍,10.32,上市其他,台灣一貫化電子廢棄物處理廠
9958,世紀鋼,23.05,上市鋼鐵,主要承建電子產業鋼構工程之廠商
9960,邁達康,3.36,上櫃貿易百貨,台灣最大的高爾夫球銷售網站
9962,有益,9.02,上櫃鋼鐵,台灣不鏽鋼厚板第一大廠
